,证券代码,证券简称,投资类型(一级分类),投资类型(二级分类),业绩比较基准,基准是_1,基准比例_1,基准是_2,基准比例_2,基准是_3,基准比例_3,基准是_4,基准比例_4,基准是_5,基准比例_5,基准组成部分list,基准组成部分1,基准1
3671,005057.OF,东方红货币B,货币市场型基金,货币市场型基金,当期银行活期存款利率(税后),当期银行活期存款利率(税后),,nan,,nan,,nan,,nan,,['当期银行活期存款利率(税后)'],当期银行活期存款利率(税后),"['当期银行活期存款利率(税后)', nan]"
3672,005058.OF,东方红货币E,货币市场型基金,货币市场型基金,当期银行活期存款利率(税后),当期银行活期存款利率(税后),,nan,,nan,,nan,,nan,,['当期银行活期存款利率(税后)'],当期银行活期存款利率(税后),"['当期银行活期存款利率(税后)', nan]"
3677,005065.OF,中金现金管家C,货币市场型基金,货币市场型基金,七天通知存款利率(税后),七天通知存款利率(税后),,nan,,nan,,nan,,nan,,['七天通知存款利率(税后)'],七天通知存款利率(税后),"['七天通知存款利率(税后)', nan]"
3698,005092.OF,广发货币C,货币市场型基金,货币市场型基金,活期存款利率(税后),活期存款利率(税后),,nan,,nan,,nan,,nan,,['活期存款利率(税后)'],活期存款利率(税后),"['活期存款利率(税后)', nan]"
3702,005097.OF,易方达现金增利C,货币市场型基金,货币市场型基金,中国人民银行公布的七天通知存款利率(税后),中国人民银行公布的七天通知存款利率(税后),,nan,,nan,,nan,,nan,,['中国人民银行公布的七天通知存款利率(税后)'],中国人民银行公布的七天通知存款利率(税后),"['中国人民银行公布的七天通知存款利率(税后)', nan]"
3703,005098.OF,易方达龙宝C,货币市场型基金,货币市场型基金,中国人民银行公布的七天通知存款利率(税后),中国人民银行公布的七天通知存款利率(税后),,nan,,nan,,nan,,nan,,['中国人民银行公布的七天通知存款利率(税后)'],中国人民银行公布的七天通知存款利率(税后),"['中国人民银行公布的七天通知存款利率(税后)', nan]"
3710,005107.OF,广发添利B,货币市场型基金,货币市场型基金,人民币活期存款利率(税后),人民币活期存款利率(税后),,nan,,nan,,nan,,nan,,['人民币活期存款利率(税后)'],人民币活期存款利率(税后),"['人民币活期存款利率(税后)', nan]"
3723,005122.OF,易方达天天C,货币市场型基金,货币市场型基金,中国人民银行公布的活期存款基准利率的收益率(税后),中国人民银行公布的活期存款基准利率的收益率(税后),,nan,,nan,,nan,,nan,,['中国人民银行公布的活期存款基准利率的收益率(税后)'],中国人民银行公布的活期存款基准利率的收益率(税后),"['中国人民银行公布的活期存款基准利率的收益率(税后)', nan]"
3730,005134.OF,长信长金通A,货币市场型基金,货币市场型基金,同期七天通知存款利率(税后),同期七天通知存款利率(税后),,nan,,nan,,nan,,nan,,['同期七天通知存款利率(税后)'],同期七天通知存款利率(税后),"['同期七天通知存款利率(税后)', nan]"
3731,005135.OF,长信长金通B,货币市场型基金,货币市场型基金,同期七天通知存款利率(税后),同期七天通知存款利率(税后),,nan,,nan,,nan,,nan,,['同期七天通知存款利率(税后)'],同期七天通知存款利率(税后),"['同期七天通知存款利率(税后)', nan]"
3743,005148.OF,新华活期添利E,货币市场型基金,货币市场型基金,人民币七天通知存款利率(税后),人民币七天通知存款利率(税后),,nan,,nan,,nan,,nan,,['人民币七天通知存款利率(税后)'],人民币七天通知存款利率(税后),"['人民币七天通知存款利率(税后)', nan]"
3744,005150.OF,红土创新优淳A,货币市场型基金,货币市场型基金,活期存款利率(税后),活期存款利率(税后),,nan,,nan,,nan,,nan,,['活期存款利率(税后)'],活期存款利率(税后),"['活期存款利率(税后)', nan]"
3745,005151.OF,红土创新优淳B,货币市场型基金,货币市场型基金,活期存款利率(税后),活期存款利率(税后),,nan,,nan,,nan,,nan,,['活期存款利率(税后)'],活期存款利率(税后),"['活期存款利率(税后)', nan]"
3747,005153.OF,农银汇理日日鑫C,货币市场型基金,货币市场型基金,人民币活期存款利率(税后),人民币活期存款利率(税后),,nan,,nan,,nan,,nan,,['人民币活期存款利率(税后)'],人民币活期存款利率(税后),"['人民币活期存款利率(税后)', nan]"
3754,005162.OF,中银如意宝B,货币市场型基金,货币市场型基金,活期存款利率(税后),活期存款利率(税后),,nan,,nan,,nan,,nan,,['活期存款利率(税后)'],活期存款利率(税后),"['活期存款利率(税后)', nan]"
3777,005194.OF,南方天天利E,货币市场型基金,货币市场型基金,同期中国人民银行公布的七天通知存款利率(税后),同期中国人民银行公布的七天通知存款利率(税后),,nan,,nan,,nan,,nan,,['同期中国人民银行公布的七天通知存款利率(税后)'],同期中国人民银行公布的七天通知存款利率(税后),"['同期中国人民银行公布的七天通知存款利率(税后)', nan]"
3782,005202.OF,兴业稳天盈货币B,货币市场型基金,货币市场型基金,七天通知存款利率(税后),七天通知存款利率(税后),,nan,,nan,,nan,,nan,,['七天通知存款利率(税后)'],七天通知存款利率(税后),"['七天通知存款利率(税后)', nan]"
3806,005230.OF,长盛货币B,货币市场型基金,货币市场型基金,一年期银行定期存款利率(税后),一年期银行定期存款利率(税后),,nan,,nan,,nan,,nan,,['一年期银行定期存款利率(税后)'],一年期银行定期存款利率(税后),"['一年期银行定期存款利率(税后)', nan]"
3826,005253.OF,国泰货币B,货币市场型基金,货币市场型基金,同期七天通知存款利率(税后),同期七天通知存款利率(税后),,nan,,nan,,nan,,nan,,['同期七天通知存款利率(税后)'],同期七天通知存款利率(税后),"['同期七天通知存款利率(税后)', nan]"
5878,007521.OF,南方日添益F,货币市场型基金,货币市场型基金,同期中国人民银行公布的七天通知存款利率(税后),同期中国人民银行公布的七天通知存款利率(税后),,nan,,nan,,nan,,nan,,['同期中国人民银行公布的七天通知存款利率(税后)'],同期中国人民银行公布的七天通知存款利率(税后),"['同期中国人民银行公布的七天通知存款利率(税后)', nan]"
5879,007522.OF,南方理财金E,货币市场型基金,货币市场型基金,同期中国人民银行公布的七天通知存款利率(税后),同期中国人民银行公布的七天通知存款利率(税后),,nan,,nan,,nan,,nan,,['同期中国人民银行公布的七天通知存款利率(税后)'],同期中国人民银行公布的七天通知存款利率(税后),"['同期中国人民银行公布的七天通知存款利率(税后)', nan]"
6041,007696.OF,嘉实融享浮动净值型,货币市场型基金,货币市场型基金,中国人民银行公布的人民币活期存款基准利率(税后),中国人民银行公布的人民币活期存款基准利率(税后),,nan,,nan,,nan,,nan,,['中国人民银行公布的人民币活期存款基准利率(税后)'],中国人民银行公布的人民币活期存款基准利率(税后),"['中国人民银行公布的人民币活期存款基准利率(税后)', nan]"
6052,007708.OF,中银瑞福浮动净值型A,货币市场型基金,货币市场型基金,活期存款利率(税后),活期存款利率(税后),,nan,,nan,,nan,,nan,,['活期存款利率(税后)'],活期存款利率(税后),"['活期存款利率(税后)', nan]"
6053,007709.OF,中银瑞福浮动净值型C,货币市场型基金,货币市场型基金,活期存款利率(税后),活期存款利率(税后),,nan,,nan,,nan,,nan,,['活期存款利率(税后)'],活期存款利率(税后),"['活期存款利率(税后)', nan]"
6071,007730.OF,平安金管家C,货币市场型基金,货币市场型基金,同期七天通知存款利率(税后),同期七天通知存款利率(税后),,nan,,nan,,nan,,nan,,['同期七天通知存款利率(税后)'],同期七天通知存款利率(税后),"['同期七天通知存款利率(税后)', nan]"
6085,007746.OF,华安现金润利浮动净值型,货币市场型基金,货币市场型基金,同期七天通知存款利率(税后),同期七天通知存款利率(税后),,nan,,nan,,nan,,nan,,['同期七天通知存款利率(税后)'],同期七天通知存款利率(税后),"['同期七天通知存款利率(税后)', nan]"
6141,007805.OF,华宝浮动净值型,货币市场型基金,货币市场型基金,同期七天通知存款利率(税后),同期七天通知存款利率(税后),,nan,,nan,,nan,,nan,,['同期七天通知存款利率(税后)'],同期七天通知存款利率(税后),"['同期七天通知存款利率(税后)', nan]"
6191,007858.OF,鹏华浮动净值型,货币市场型基金,货币市场型基金,活期存款利率(税后),活期存款利率(税后),,nan,,nan,,nan,,nan,,['活期存款利率(税后)'],活期存款利率(税后),"['活期存款利率(税后)', nan]"
6195,007864.OF,东方红货币C,货币市场型基金,货币市场型基金,当期银行活期存款利率(税后),当期银行活期存款利率(税后),,nan,,nan,,nan,,nan,,['当期银行活期存款利率(税后)'],当期银行活期存款利率(税后),"['当期银行活期存款利率(税后)', nan]"
6196,007865.OF,东方红货币D,货币市场型基金,货币市场型基金,当期银行活期存款利率(税后),当期银行活期存款利率(税后),,nan,,nan,,nan,,nan,,['当期银行活期存款利率(税后)'],当期银行活期存款利率(税后),"['当期银行活期存款利率(税后)', nan]"
6197,007866.OF,创金合信货币C,货币市场型基金,货币市场型基金,中国人民银行公布的七天通知存款利率(税后),中国人民银行公布的七天通知存款利率(税后),,nan,,nan,,nan,,nan,,['中国人民银行公布的七天通知存款利率(税后)'],中国人民银行公布的七天通知存款利率(税后),"['中国人民银行公布的七天通知存款利率(税后)', nan]"
6199,007868.OF,汇添富汇鑫货币A,货币市场型基金,货币市场型基金,活期存款利率(税后),活期存款利率(税后),,nan,,nan,,nan,,nan,,['活期存款利率(税后)'],活期存款利率(税后),"['活期存款利率(税后)', nan]"
6200,007869.OF,汇添富汇鑫货币B,货币市场型基金,货币市场型基金,活期存款利率(税后),活期存款利率(税后),,nan,,nan,,nan,,nan,,['活期存款利率(税后)'],活期存款利率(税后),"['活期存款利率(税后)', nan]"
6489,008191.OF,博时合利货币A,货币市场型基金,货币市场型基金,活期存款利率(税后),活期存款利率(税后),,nan,,nan,,nan,,nan,,['活期存款利率(税后)'],活期存款利率(税后),"['活期存款利率(税后)', nan]"
6490,008192.OF,博时兴荣A,货币市场型基金,货币市场型基金,活期存款利率(税后),活期存款利率(税后),,nan,,nan,,nan,,nan,,['活期存款利率(税后)'],活期存款利率(税后),"['活期存款利率(税后)', nan]"
6491,008193.OF,博时兴盛A,货币市场型基金,货币市场型基金,活期存款利率(税后),活期存款利率(税后),,nan,,nan,,nan,,nan,,['活期存款利率(税后)'],活期存款利率(税后),"['活期存款利率(税后)', nan]"
6673,008393.OF,博时现金收益C,货币市场型基金,货币市场型基金,活期存款利率(税后),活期存款利率(税后),,nan,,nan,,nan,,nan,,['活期存款利率(税后)'],活期存款利率(税后),"['活期存款利率(税后)', nan]"
6984,008733.OF,易方达易理财B,货币市场型基金,货币市场型基金,中国人民银行公布的七天通知存款利率(税后),中国人民银行公布的七天通知存款利率(税后),,nan,,nan,,nan,,nan,,['中国人民银行公布的七天通知存款利率(税后)'],中国人民银行公布的七天通知存款利率(税后),"['中国人民银行公布的七天通知存款利率(税后)', nan]"
6993,008742.OF,天治天得利货币B,货币市场型基金,货币市场型基金,银行六个月定期储蓄存款利率(税后),银行六个月定期储蓄存款利率(税后),,nan,,nan,,nan,,nan,,['银行六个月定期储蓄存款利率(税后)'],银行六个月定期储蓄存款利率(税后),"['银行六个月定期储蓄存款利率(税后)', nan]"
7328,009099.OF,新华壹诺宝E,货币市场型基金,货币市场型基金,人民币七天通知存款利率(税后),人民币七天通知存款利率(税后),,nan,,nan,,nan,,nan,,['人民币七天通知存款利率(税后)'],人民币七天通知存款利率(税后),"['人民币七天通知存款利率(税后)', nan]"
7477,009251.OF,光大货币B,货币市场型基金,货币市场型基金,活期存款利率(税后),活期存款利率(税后),,nan,,nan,,nan,,nan,,['活期存款利率(税后)'],活期存款利率(税后),"['活期存款利率(税后)', nan]"
