,证券代码,证券简称,投资类型(一级分类),投资类型(二级分类),业绩比较基准,基准是_1,基准比例_1,基准是_2,基准比例_2
10864,519093.OF,新华钻石品质企业,混合型基金,偏股混合型基金,沪深300指数收益率*80%+上证国债指数收益率*20%,沪深300指数收益率,80%,上证国债指数收益率,20%
10865,519095.OF,新华行业周期轮换,混合型基金,偏股混合型基金,沪深300指数收益率*80%+上证国债指数收益率*20%,沪深300指数收益率,80%,上证国债指数收益率,20%
10866,519097.OF,新华中小市值优选,混合型基金,偏股混合型基金,中证700指数收益率*80%+上证国债指数收益率*20%,中证700指数收益率,80%,上证国债指数收益率,20%
10867,519099.OF,新华灵活主题,混合型基金,偏股混合型基金,沪深300指数收益率*80%+上证国债指数收益率*20%,沪深300指数收益率,80%,上证国债指数收益率,20%
10869,519110.OF,浦银安盛价值成长A,混合型基金,偏股混合型基金,沪深300指数*75%+中证全债指数*25%,沪深300指数,75%,中证全债指数,25%
10872,519113.OF,浦银安盛精致生活,混合型基金,灵活配置型基金,沪深300指数*55%+中证全债指数*45%,沪深300指数,55%,中证全债指数,45%
10873,519115.OF,浦银安盛红利精选,混合型基金,偏股混合型基金,中证红利指数*75%+中证全债指数*25%,中证红利指数,75%,中证全债指数,25%
10878,519120.OF,浦银安盛战略新兴产业,混合型基金,灵活配置型基金,中证新兴产业指数*55%+中证全债指数*45%,中证新兴产业指数,55%,中证全债指数,45%
10881,519125.OF,浦银安盛消费升级A,混合型基金,灵活配置型基金,中证内地消费主题指数*55%+中证全债指数*45%,中证内地消费主题指数,55%,中证全债指数,45%
10882,519126.OF,浦银安盛新经济结构,混合型基金,灵活配置型基金,中证500指数(000905)*55%+中证全债指数*45%,中证500指数(000905),55%,中证全债指数,45%
10883,519127.OF,浦银安盛盛世精选A,混合型基金,灵活配置型基金,沪深300指数*55%+中证全债指数*45%,沪深300指数,55%,中证全债指数,45%
10884,519130.OF,海富通新内需A,混合型基金,偏债混合型基金,MSCI中国A股指数*50%+上证国债指数*50%,MSCI中国A股指数,50%,上证国债指数,50%
10885,519133.OF,海富通改革驱动,混合型基金,灵活配置型基金,沪深300指数收益率*50%+上证国债指数收益率*50%,沪深300指数收益率,50%,上证国债指数收益率,50%
10886,519134.OF,海富通富祥,混合型基金,偏债混合型基金,中证全债指数收益率*70%+沪深300指数收益率*30%,中证全债指数收益率,70%,沪深300指数收益率,30%
10891,519150.OF,新华优选消费,混合型基金,偏股混合型基金,中证内地消费主题指数收益率*80%+上证国债指数收益率*20%,中证内地消费主题指数收益率,80%,上证国债指数收益率,20%
10894,519156.OF,新华行业轮换配置A,混合型基金,灵活配置型基金,沪深300指数收益率*50%+上证国债指数收益率*50%,沪深300指数收益率,50%,上证国债指数收益率,50%
10895,519157.OF,新华行业轮换配置C,混合型基金,灵活配置型基金,沪深300指数收益率*50%+上证国债指数收益率*50%,沪深300指数收益率,50%,上证国债指数收益率,50%
10896,519158.OF,新华趋势领航,混合型基金,偏股混合型基金,沪深300指数收益率*80%+上证国债指数收益率*20%,沪深300指数收益率,80%,上证国债指数收益率,20%
10901,519165.OF,新华鑫利,混合型基金,灵活配置型基金,沪深300指数收益率*50%+上证国债指数收益率*50%,沪深300指数收益率,50%,上证国债指数收益率,50%
10902,519170.OF,浦银安盛增长动力,混合型基金,灵活配置型基金,中证500指数*55%+中证全债指数*45%,中证500指数,55%,中证全债指数,45%
10903,519171.OF,浦银安盛医疗健康,混合型基金,灵活配置型基金,中证医药卫生指数收益率*55%+中债综合指数收益率*45%,中证医药卫生指数收益率,55%,中债综合指数收益率,45%
10904,519172.OF,浦银安盛睿智精选A,混合型基金,灵活配置型基金,沪深300指数收益率*55%+中证全债指数收益率*45%,沪深300指数收益率,55%,中证全债指数收益率,45%
10905,519173.OF,浦银安盛睿智精选C,混合型基金,灵活配置型基金,沪深300指数收益率*55%+中证全债指数收益率*45%,沪深300指数收益率,55%,中证全债指数收益率,45%
10906,519175.OF,浦银安盛经济带崛起A,混合型基金,灵活配置型基金,中证500指数收益率*55%+中证全债指数收益率*45%,中证500指数收益率,55%,中证全债指数收益率,45%
10907,519176.OF,浦银安盛消费升级C,混合型基金,灵活配置型基金,中证内地消费主题指数*55%+中证全债指数*45%,中证内地消费主题指数,55%,中证全债指数,45%
10908,519177.OF,浦银安盛盛世精选C,混合型基金,灵活配置型基金,沪深300指数*55%+中证全债指数*45%,沪深300指数,55%,中证全债指数,45%
10911,519183.OF,万家双引擎,混合型基金,灵活配置型基金,沪深300指数收益率*60%+上证国债指数收益率*40%,沪深300指数收益率,60%,上证国债指数收益率,40%
10912,519185.OF,万家精选,混合型基金,偏股混合型基金,沪深300指数收益率*80%+上证国债指数收益率*20%,沪深300指数收益率,80%,上证国债指数收益率,20%
10918,519191.OF,万家新利,混合型基金,灵活配置型基金,沪深300指数收益率*50%+中证全债指数收益率*50%,沪深300指数收益率,50%,中证全债指数收益率,50%
10920,519195.OF,万家品质生活,混合型基金,灵活配置型基金,沪深300指数收益率*50%+上证国债指数收益率*50%,沪深300指数收益率,50%,上证国债指数收益率,50%
10921,519196.OF,万家新兴蓝筹,混合型基金,灵活配置型基金,沪深300指数收益率*50%+中证全债指数收益率*50%,沪深300指数收益率,50%,中证全债指数收益率,50%
10922,519197.OF,万家颐达,混合型基金,灵活配置型基金,沪深300指数收益率*50%+上证国债指数收益率*50%,沪深300指数收益率,50%,上证国债指数收益率,50%
10923,519198.OF,万家颐和,混合型基金,灵活配置型基金,沪深300指数收益率*50%+上证国债指数收益率*50%,沪深300指数收益率,50%,上证国债指数收益率,50%
10929,519212.OF,万家宏观择时多策略,混合型基金,灵活配置型基金,沪深300指数收益率*50%+中证全债指数收益率*50%,沪深300指数收益率,50%,中证全债指数收益率,50%
10931,519221.OF,海富通欣益C,混合型基金,灵活配置型基金,中证全债指数收益率*70%+沪深300指数收益率*30%,中证全债指数收益率,70%,沪深300指数收益率,30%
10932,519222.OF,海富通欣益A,混合型基金,灵活配置型基金,中证全债指数收益率*70%+沪深300指数收益率*30%,中证全债指数收益率,70%,沪深300指数收益率,30%
10933,519223.OF,海富通欣荣C,混合型基金,灵活配置型基金,沪深300指数收益率*50%+中证全债指数收益率*50%,沪深300指数收益率,50%,中证全债指数收益率,50%
10934,519224.OF,海富通欣荣A,混合型基金,灵活配置型基金,沪深300指数收益率*50%+中证全债指数收益率*50%,沪深300指数收益率,50%,中证全债指数收益率,50%
10937,519228.OF,海富通欣享C,混合型基金,灵活配置型基金,沪深300指数收益率*50%+中证全债指数收益率*50%,沪深300指数收益率,50%,中证全债指数收益率,50%
10938,519229.OF,海富通欣享A,混合型基金,灵活配置型基金,沪深300指数收益率*50%+中证全债指数收益率*50%,沪深300指数收益率,50%,中证全债指数收益率,50%
10978,519610.OF,银河旺利A,混合型基金,灵活配置型基金,上证国债指数收益率*50%+沪深300指数收益率*50%,上证国债指数收益率,50%,沪深300指数收益率,50%
10979,519611.OF,银河旺利C,混合型基金,灵活配置型基金,上证国债指数收益率*50%+沪深300指数收益率*50%,上证国债指数收益率,50%,沪深300指数收益率,50%
10980,519612.OF,银河旺利I,混合型基金,灵活配置型基金,上证国债指数收益率*50%+沪深300指数收益率*50%,上证国债指数收益率,50%,沪深300指数收益率,50%
10981,519613.OF,银河君尚A,混合型基金,灵活配置型基金,沪深300指数收益率*50%+上证国债指数收益率*50%,沪深300指数收益率,50%,上证国债指数收益率,50%
10982,519614.OF,银河君尚C,混合型基金,灵活配置型基金,沪深300指数收益率*50%+上证国债指数收益率*50%,沪深300指数收益率,50%,上证国债指数收益率,50%
10983,519615.OF,银河君尚I,混合型基金,灵活配置型基金,沪深300指数收益率*50%+上证国债指数收益率*50%,沪深300指数收益率,50%,上证国债指数收益率,50%
10984,519616.OF,银河君信A,混合型基金,灵活配置型基金,沪深300指数收益率*50%+上证国债指数收益率*50%,沪深300指数收益率,50%,上证国债指数收益率,50%
10985,519617.OF,银河君信C,混合型基金,灵活配置型基金,沪深300指数收益率*50%+上证国债指数收益率*50%,沪深300指数收益率,50%,上证国债指数收益率,50%
10986,519618.OF,银河君信I,混合型基金,灵活配置型基金,沪深300指数收益率*50%+上证国债指数收益率*50%,沪深300指数收益率,50%,上证国债指数收益率,50%
10987,519619.OF,银河君荣A,混合型基金,灵活配置型基金,上证国债指数收益率*50%+沪深300指数收益率*50%,上证国债指数收益率,50%,沪深300指数收益率,50%
10988,519620.OF,银河君荣C,混合型基金,灵活配置型基金,上证国债指数收益率*50%+沪深300指数收益率*50%,上证国债指数收益率,50%,沪深300指数收益率,50%
10989,519621.OF,银河君荣I,混合型基金,灵活配置型基金,上证国债指数收益率*50%+沪深300指数收益率*50%,上证国债指数收益率,50%,沪深300指数收益率,50%
10991,519623.OF,银河君耀A,混合型基金,灵活配置型基金,上证国债指数收益率*50%+沪深300指数收益率*50%,上证国债指数收益率,50%,沪深300指数收益率,50%
10992,519624.OF,银河君耀C,混合型基金,灵活配置型基金,上证国债指数收益率*50%+沪深300指数收益率*50%,上证国债指数收益率,50%,沪深300指数收益率,50%
10993,519625.OF,银河君盛A,混合型基金,灵活配置型基金,沪深300指数收益率*50%+上证国债指数收益率*50%,沪深300指数收益率,50%,上证国债指数收益率,50%
10994,519626.OF,银河君盛C,混合型基金,灵活配置型基金,沪深300指数收益率*50%+上证国债指数收益率*50%,沪深300指数收益率,50%,上证国债指数收益率,50%
10995,519627.OF,银河君润A,混合型基金,灵活配置型基金,沪深300指数收益率*50%+上证国债指数收益率*50%,沪深300指数收益率,50%,上证国债指数收益率,50%
10996,519628.OF,银河君润C,混合型基金,灵活配置型基金,沪深300指数收益率*50%+上证国债指数收益率*50%,沪深300指数收益率,50%,上证国债指数收益率,50%
10997,519629.OF,银河睿利A,混合型基金,灵活配置型基金,中国人民银行公布的3年期定期存款利率(税后)+1%,中国人民银行公布的3年期定期存款利率(税后),,1%,
10998,519630.OF,银河睿利C,混合型基金,灵活配置型基金,中国人民银行公布的3年期定期存款利率(税后)+1%,中国人民银行公布的3年期定期存款利率(税后),,1%,
11000,519640.OF,银河鸿利A,混合型基金,灵活配置型基金,中国人民银行公布的3年期定期存款利率(税后)+1%,中国人民银行公布的3年期定期存款利率(税后),,1%,
11001,519641.OF,银河鸿利C,混合型基金,灵活配置型基金,中国人民银行公布的3年期定期存款利率(税后)+1%,中国人民银行公布的3年期定期存款利率(税后),,1%,
11002,519642.OF,银河大国智造主题,混合型基金,灵活配置型基金,中证装备产业指数收益率*70%+上证国债指数收益率*30%,中证装备产业指数收益率,70%,上证国债指数收益率,30%
11003,519644.OF,银河智联主题,混合型基金,灵活配置型基金,中证800指数收益率*70%+上证国债指数收益率*30%,中证800指数收益率,70%,上证国债指数收益率,30%
11004,519646.OF,银河鑫利I,混合型基金,灵活配置型基金,中国人民银行公布的3年期定期存款利率(税后)+1%,中国人民银行公布的3年期定期存款利率(税后),,1%,
11005,519647.OF,银河鸿利I,混合型基金,灵活配置型基金,中国人民银行公布的3年期定期存款利率(税后)+1%,中国人民银行公布的3年期定期存款利率(税后),,1%,
11007,519651.OF,银河转型增长,混合型基金,灵活配置型基金,中证500指数收益率*70%+上证国债指数收益率*30%,中证500指数收益率,70%,上证国债指数收益率,30%
11008,519652.OF,银河鑫利A,混合型基金,灵活配置型基金,中国人民银行公布的3年期定期存款利率(税后)+1%,中国人民银行公布的3年期定期存款利率(税后),,1%,
11009,519653.OF,银河鑫利C,混合型基金,灵活配置型基金,中国人民银行公布的3年期定期存款利率(税后)+1%,中国人民银行公布的3年期定期存款利率(税后),,1%,
11011,519655.OF,银河现代服务主题,混合型基金,灵活配置型基金,中证服务业指数收益率*70%+上证国债指数收益率*30%,中证服务业指数收益率,70%,上证国债指数收益率,30%
11012,519656.OF,银河灵活配置A,混合型基金,灵活配置型基金,三年期定期存款利率(税后)+2.5%,三年期定期存款利率(税后),,2.50%,
11013,519657.OF,银河灵活配置C,混合型基金,灵活配置型基金,三年期定期存款利率(税后)+2.5%,三年期定期存款利率(税后),,2.50%,
