,证券代码,证券简称,投资类型(一级分类),投资类型(二级分类),业绩比较基准,基准是_1,基准比例_1,基准是_2,基准比例_2,基准是_3,基准比例_3,基准是_4,基准比例_4,基准是_5,基准比例_5,基准组成部分list,基准组成部分1,基准1,基准组成部分2,基准2,基准组成部分3,基准3,基准组成部分4,基准4
7054,008807.OF,鹏扬淳悦一年定开债,债券型基金,中长期纯债型基金,中债综合财富(总值)指数收益率,中债综合财富(总值)指数收益率,,nan,,nan,,nan,,nan,,"['中债综合财富(总值)指数收益率', nan, nan, nan]",中债综合财富(总值)指数收益率,"['中债综合财富(总值)指数收益率', nan]",,"['nan', nan]",,"['nan', nan]",,"['nan', nan]"
7055,008808.OF,新华安享惠泽39个月定开C,债券型基金,中长期纯债型基金,封闭期起始日公布的三年期定期存款利率(税后)+1.5%,封闭期起始日公布的三年期定期存款利率(税后),,1.5%,,nan,,nan,,nan,,"['封闭期起始日公布的三年期定期存款利率(税后)', '1.5%', nan, nan]",封闭期起始日公布的三年期定期存款利率(税后),"['封闭期起始日公布的三年期定期存款利率(税后)', nan]",1.5%,"['1.5%', nan]",,"['nan', nan]",,"['nan', nan]"
7059,008813.OF,招商中债-1-3年国开债A,债券型基金,被动指数型债券基金,中债-1-3年国开行债券指数收益率*95%+同期银行活期存款利率(税后)*5%,中债-1-3年国开行债券指数收益率,95%,同期银行活期存款利率(税后),5%,nan,,nan,,nan,,"['中债-1-3年国开行债券指数收益率*95%', '同期银行活期存款利率(税后)*5%', nan, nan]",中债-1-3年国开行债券指数收益率*95%,"['中债-1-3年国开行债券指数收益率', '95%']",同期银行活期存款利率(税后)*5%,"['同期银行活期存款利率(税后)', '5%']",,"['nan', nan]",,"['nan', nan]"
7060,008814.OF,招商中债-1-3年国开债C,债券型基金,被动指数型债券基金,中债-1-3年国开行债券指数收益率*95%+同期银行活期存款利率(税后)*5%,中债-1-3年国开行债券指数收益率,95%,同期银行活期存款利率(税后),5%,nan,,nan,,nan,,"['中债-1-3年国开行债券指数收益率*95%', '同期银行活期存款利率(税后)*5%', nan, nan]",中债-1-3年国开行债券指数收益率*95%,"['中债-1-3年国开行债券指数收益率', '95%']",同期银行活期存款利率(税后)*5%,"['同期银行活期存款利率(税后)', '5%']",,"['nan', nan]",,"['nan', nan]"
7061,008815.OF,红塔红土盛平中短债A,债券型基金,短期纯债型基金,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,中债总财富(1-3年)指数收益率,80%,一年期定期存款利率(税后),20%,nan,,nan,,nan,,"['中债总财富(1-3年)指数收益率*80%', '一年期定期存款利率(税后)*20%', nan, nan]",中债总财富(1-3年)指数收益率*80%,"['中债总财富(1-3年)指数收益率', '80%']",一年期定期存款利率(税后)*20%,"['一年期定期存款利率(税后)', '20%']",,"['nan', nan]",,"['nan', nan]"
7062,008816.OF,红塔红土盛平中短债C,债券型基金,短期纯债型基金,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,中债总财富(1-3年)指数收益率,80%,一年期定期存款利率(税后),20%,nan,,nan,,nan,,"['中债总财富(1-3年)指数收益率*80%', '一年期定期存款利率(税后)*20%', nan, nan]",中债总财富(1-3年)指数收益率*80%,"['中债总财富(1-3年)指数收益率', '80%']",一年期定期存款利率(税后)*20%,"['一年期定期存款利率(税后)', '20%']",,"['nan', nan]",,"['nan', nan]"
7063,008817.OF,华宝可转债C,债券型基金,混合债券型一级基金,标普中国可转债指数收益率*70%+上证国债指数收益率*30%,标普中国可转债指数收益率,70%,上证国债指数收益率,30%,nan,,nan,,nan,,"['标普中国可转债指数收益率*70%', '上证国债指数收益率*30%', nan, nan]",标普中国可转债指数收益率*70%,"['标普中国可转债指数收益率', '70%']",上证国债指数收益率*30%,"['上证国债指数收益率', '30%']",,"['nan', nan]",,"['nan', nan]"
7064,008818.OF,汇安恒鑫12个月定开,债券型基金,中长期纯债型基金,中债综合全价(总值)指数收益率,中债综合全价(总值)指数收益率,,nan,,nan,,nan,,nan,,"['中债综合全价(总值)指数收益率', nan, nan, nan]",中债综合全价(总值)指数收益率,"['中债综合全价(总值)指数收益率', nan]",,"['nan', nan]",,"['nan', nan]",,"['nan', nan]"
7066,008820.OF,大成景悦A,债券型基金,短期纯债型基金,中债综合财富(1-3年)指数收益率*85%+一年期定期存款利率(税后)*15%,中债综合财富(1-3年)指数收益率,85%,一年期定期存款利率(税后),15%,nan,,nan,,nan,,"['中债综合财富(1-3年)指数收益率*85%', '一年期定期存款利率(税后)*15%', nan, nan]",中债综合财富(1-3年)指数收益率*85%,"['中债综合财富(1-3年)指数收益率', '85%']",一年期定期存款利率(税后)*15%,"['一年期定期存款利率(税后)', '15%']",,"['nan', nan]",,"['nan', nan]"
7067,008821.OF,大成景悦C,债券型基金,短期纯债型基金,中债综合财富(1-3年)指数收益率*85%+一年期定期存款利率(税后)*15%,中债综合财富(1-3年)指数收益率,85%,一年期定期存款利率(税后),15%,nan,,nan,,nan,,"['中债综合财富(1-3年)指数收益率*85%', '一年期定期存款利率(税后)*15%', nan, nan]",中债综合财富(1-3年)指数收益率*85%,"['中债综合财富(1-3年)指数收益率', '85%']",一年期定期存款利率(税后)*15%,"['一年期定期存款利率(税后)', '15%']",,"['nan', nan]",,"['nan', nan]"
7068,008822.OF,景顺长城中债1-3年国开债A,债券型基金,被动指数型债券基金,中债-1-3年国开行债券指数收益率*95%+银行活期存款利率(税后)*5%,中债-1-3年国开行债券指数收益率,95%,银行活期存款利率(税后),5%,nan,,nan,,nan,,"['中债-1-3年国开行债券指数收益率*95%', '银行活期存款利率(税后)*5%', nan, nan]",中债-1-3年国开行债券指数收益率*95%,"['中债-1-3年国开行债券指数收益率', '95%']",银行活期存款利率(税后)*5%,"['银行活期存款利率(税后)', '5%']",,"['nan', nan]",,"['nan', nan]"
7069,008823.OF,景顺长城中债1-3年国开债C,债券型基金,被动指数型债券基金,中债-1-3年国开行债券指数收益率*95%+银行活期存款利率(税后)*5%,中债-1-3年国开行债券指数收益率,95%,银行活期存款利率(税后),5%,nan,,nan,,nan,,"['中债-1-3年国开行债券指数收益率*95%', '银行活期存款利率(税后)*5%', nan, nan]",中债-1-3年国开行债券指数收益率*95%,"['中债-1-3年国开行债券指数收益率', '95%']",银行活期存款利率(税后)*5%,"['银行活期存款利率(税后)', '5%']",,"['nan', nan]",,"['nan', nan]"
7070,008824.OF,民生加银瑞鑫一年定开,债券型基金,中长期纯债型基金,中国债券综合指数收益率,中国债券综合指数收益率,,nan,,nan,,nan,,nan,,"['中国债券综合指数收益率', nan, nan, nan]",中国债券综合指数收益率,"['中国债券综合指数收益率', nan]",,"['nan', nan]",,"['nan', nan]",,"['nan', nan]"
7071,008825.OF,民生加银瑞盈纯债一年定开,债券型基金,中长期纯债型基金,中国债券综合指数收益率,中国债券综合指数收益率,,nan,,nan,,nan,,nan,,"['中国债券综合指数收益率', nan, nan, nan]",中国债券综合指数收益率,"['中国债券综合指数收益率', nan]",,"['nan', nan]",,"['nan', nan]",,"['nan', nan]"
7072,008826.OF,天弘成享一年定开,债券型基金,中长期纯债型基金,中债综合全价(总值)指数收益率,中债综合全价(总值)指数收益率,,nan,,nan,,nan,,nan,,"['中债综合全价(总值)指数收益率', nan, nan, nan]",中债综合全价(总值)指数收益率,"['中债综合全价(总值)指数收益率', nan]",,"['nan', nan]",,"['nan', nan]",,"['nan', nan]"
7075,008829.OF,博时富洋纯债一年定开债,债券型基金,中长期纯债型基金,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,中债综合财富(总值)指数收益率,90%,1年期定期存款利率(税后),10%,nan,,nan,,nan,,"['中债综合财富(总值)指数收益率*90%', '1年期定期存款利率(税后)*10%', nan, nan]",中债综合财富(总值)指数收益率*90%,"['中债综合财富(总值)指数收益率', '90%']",1年期定期存款利率(税后)*10%,"['1年期定期存款利率(税后)', '10%']",,"['nan', nan]",,"['nan', nan]"
7095,008852.OF,人保鑫选双债A,债券型基金,中长期纯债型基金,中债综合全价(总值)指数收益率*60%+中证可转换债券指数收益率*40%,中债综合全价(总值)指数收益率,60%,中证可转换债券指数收益率,40%,nan,,nan,,nan,,"['中债综合全价(总值)指数收益率*60%', '中证可转换债券指数收益率*40%', nan, nan]",中债综合全价(总值)指数收益率*60%,"['中债综合全价(总值)指数收益率', '60%']",中证可转换债券指数收益率*40%,"['中证可转换债券指数收益率', '40%']",,"['nan', nan]",,"['nan', nan]"
7096,008853.OF,人保鑫选双债C,债券型基金,中长期纯债型基金,中债综合全价(总值)指数收益率*60%+中证可转换债券指数收益率*40%,中债综合全价(总值)指数收益率,60%,中证可转换债券指数收益率,40%,nan,,nan,,nan,,"['中债综合全价(总值)指数收益率*60%', '中证可转换债券指数收益率*40%', nan, nan]",中债综合全价(总值)指数收益率*60%,"['中债综合全价(总值)指数收益率', '60%']",中证可转换债券指数收益率*40%,"['中证可转换债券指数收益率', '40%']",,"['nan', nan]",,"['nan', nan]"
7100,008857.OF,华夏鼎航A,债券型基金,中长期纯债型基金,中债综合指数收益率,中债综合指数收益率,,nan,,nan,,nan,,nan,,"['中债综合指数收益率', nan, nan, nan]",中债综合指数收益率,"['中债综合指数收益率', nan]",,"['nan', nan]",,"['nan', nan]",,"['nan', nan]"
7101,008858.OF,华夏鼎航C,债券型基金,中长期纯债型基金,中债综合指数收益率,中债综合指数收益率,,nan,,nan,,nan,,nan,,"['中债综合指数收益率', nan, nan, nan]",中债综合指数收益率,"['中债综合指数收益率', nan]",,"['nan', nan]",,"['nan', nan]",,"['nan', nan]"
7104,008862.OF,中银证券汇远一年定开,债券型基金,中长期纯债型基金,中债综合全价指数收益率,中债综合全价指数收益率,,nan,,nan,,nan,,nan,,"['中债综合全价指数收益率', nan, nan, nan]",中债综合全价指数收益率,"['中债综合全价指数收益率', nan]",,"['nan', nan]",,"['nan', nan]",,"['nan', nan]"
7105,008863.OF,中银证券汇兴一年定开,债券型基金,中长期纯债型基金,中债综合全价指数收益率,中债综合全价指数收益率,,nan,,nan,,nan,,nan,,"['中债综合全价指数收益率', nan, nan, nan]",中债综合全价指数收益率,"['中债综合全价指数收益率', nan]",,"['nan', nan]",,"['nan', nan]",,"['nan', nan]"
7106,008864.OF,鑫元中短债A,债券型基金,短期纯债型基金,中债综合财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,中债综合财富(1-3年)指数收益率,80%,一年期定期存款利率(税后),20%,nan,,nan,,nan,,"['中债综合财富(1-3年)指数收益率*80%', '一年期定期存款利率(税后)*20%', nan, nan]",中债综合财富(1-3年)指数收益率*80%,"['中债综合财富(1-3年)指数收益率', '80%']",一年期定期存款利率(税后)*20%,"['一年期定期存款利率(税后)', '20%']",,"['nan', nan]",,"['nan', nan]"
7107,008865.OF,鑫元中短债C,债券型基金,短期纯债型基金,中债综合财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,中债综合财富(1-3年)指数收益率,80%,一年期定期存款利率(税后),20%,nan,,nan,,nan,,"['中债综合财富(1-3年)指数收益率*80%', '一年期定期存款利率(税后)*20%', nan, nan]",中债综合财富(1-3年)指数收益率*80%,"['中债综合财富(1-3年)指数收益率', '80%']",一年期定期存款利率(税后)*20%,"['一年期定期存款利率(税后)', '20%']",,"['nan', nan]",,"['nan', nan]"
7110,008868.OF,民生加银嘉益,债券型基金,中长期纯债型基金,中国债券综合指数收益率,中国债券综合指数收益率,,nan,,nan,,nan,,nan,,"['中国债券综合指数收益率', nan, nan, nan]",中国债券综合指数收益率,"['中国债券综合指数收益率', nan]",,"['nan', nan]",,"['nan', nan]",,"['nan', nan]"
7115,008873.OF,国寿安保尊诚纯债A,债券型基金,中长期纯债型基金,中债综合(全价)指数收益率,中债综合(全价)指数收益率,,nan,,nan,,nan,,nan,,"['中债综合(全价)指数收益率', nan, nan, nan]",中债综合(全价)指数收益率,"['中债综合(全价)指数收益率', nan]",,"['nan', nan]",,"['nan', nan]",,"['nan', nan]"
7116,008874.OF,国寿安保尊诚纯债C,债券型基金,中长期纯债型基金,中债综合(全价)指数收益率,中债综合(全价)指数收益率,,nan,,nan,,nan,,nan,,"['中债综合(全价)指数收益率', nan, nan, nan]",中债综合(全价)指数收益率,"['中债综合(全价)指数收益率', nan]",,"['nan', nan]",,"['nan', nan]",,"['nan', nan]"
7117,008875.OF,国寿安保尊恒利率债A,债券型基金,中长期纯债型基金,中债-国债及政策性银行债指数收益率,中债-国债及政策性银行债指数收益率,,nan,,nan,,nan,,nan,,"['中债-国债及政策性银行债指数收益率', nan, nan, nan]",中债-国债及政策性银行债指数收益率,"['中债-国债及政策性银行债指数收益率', nan]",,"['nan', nan]",,"['nan', nan]",,"['nan', nan]"
7118,008876.OF,国寿安保尊恒利率债C,债券型基金,中长期纯债型基金,中债-国债及政策性银行债指数收益率,中债-国债及政策性银行债指数收益率,,nan,,nan,,nan,,nan,,"['中债-国债及政策性银行债指数收益率', nan, nan, nan]",中债-国债及政策性银行债指数收益率,"['中债-国债及政策性银行债指数收益率', nan]",,"['nan', nan]",,"['nan', nan]",,"['nan', nan]"
7119,008877.OF,国联安增盛一年定开纯债,债券型基金,中长期纯债型基金,中债综合指数收益率,中债综合指数收益率,,nan,,nan,,nan,,nan,,"['中债综合指数收益率', nan, nan, nan]",中债综合指数收益率,"['中债综合指数收益率', nan]",,"['nan', nan]",,"['nan', nan]",,"['nan', nan]"
7121,008879.OF,国联安中债1-3年政策性金融债,债券型基金,被动指数型债券基金,中债1-3年政策性金融债指数收益率*95%+银行活期存款利率(税后)*5%,中债1-3年政策性金融债指数收益率,95%,银行活期存款利率(税后),5%,nan,,nan,,nan,,"['中债1-3年政策性金融债指数收益率*95%', '银行活期存款利率(税后)*5%', nan, nan]",中债1-3年政策性金融债指数收益率*95%,"['中债1-3年政策性金融债指数收益率', '95%']",银行活期存款利率(税后)*5%,"['银行活期存款利率(税后)', '5%']",,"['nan', nan]",,"['nan', nan]"
7122,008880.OF,国联安增顺纯债A,债券型基金,中长期纯债型基金,中债综合指数收益率,中债综合指数收益率,,nan,,nan,,nan,,nan,,"['中债综合指数收益率', nan, nan, nan]",中债综合指数收益率,"['中债综合指数收益率', nan]",,"['nan', nan]",,"['nan', nan]",,"['nan', nan]"
7123,008881.OF,国联安增顺纯债C,债券型基金,中长期纯债型基金,中债综合指数收益率,中债综合指数收益率,,nan,,nan,,nan,,nan,,"['中债综合指数收益率', nan, nan, nan]",中债综合指数收益率,"['中债综合指数收益率', nan]",,"['nan', nan]",,"['nan', nan]",,"['nan', nan]"
